ListSchema={"schemaXmlList":["<Field ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Type=\"Text\" Name=\"Title\" DisplayName=\"Title\" Required=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" MaxLength=\"255\" />","<Field Type=\"Text\" DisplayName=\"Department\" Name=\"field_1\" ID=\"{3f140692-3824-49ff-a318-fc3eb11cf549}\" StaticName=\"field_1\" />","<Field Type=\"Text\" DisplayName=\"Expense Type\" Name=\"field_2\" ID=\"{6cae3180-96aa-4656-9636-2ab3e12dcfed}\" StaticName=\"field_2\" />","<Field Type=\"Number\" DisplayName=\"Amount\" Name=\"field_3\" ID=\"{4a0594f6-98de-43eb-8918-af1c1f0e3bd6}\" StaticName=\"field_3\" />","<Field Type=\"Text\" DisplayName=\"Date\" Name=\"field_4\" ID=\"{b3d8c2c6-0aab-4154-9068-06cee7518de0}\" StaticName=\"field_4\" />","<Field Type=\"Text\" DisplayName=\"Location\" Name=\"field_5\" ID=\"{f3bc0e3a-d5e2-44b6-939a-9a03b27d60ee}\" StaticName=\"field_5\" />","<Field Type=\"Text\" DisplayName=\"Project Name\" Name=\"field_6\" ID=\"{2cf6ec90-c493-402b-9afa-5757aab0e868}\" StaticName=\"field_6\" />","<Field Type=\"Text\" DisplayName=\"Vendor\" Name=\"field_7\" ID=\"{1fd1aba8-a35c-4ffc-8e14-62b233b71932}\" StaticName=\"field_7\" />","<Field Type=\"Text\" DisplayName=\"Payment Method\" Name=\"field_8\" ID=\"{a218832c-9d9b-48b7-a596-6fda40b3c6e0}\" StaticName=\"field_8\" />","<Field Type=\"Text\" DisplayName=\"Approval Status\" Name=\"field_9\" ID=\"{168c6ca9-7cfc-4fc0-89f7-d603cff04c3a}\" StaticName=\"field_9\" />","<Field ID=\"{82642ec8-ef9b-478f-acf9-31f7d45fbc31}\" ReadOnly=\"TRUE\" Type=\"Computed\" Name=\"LinkTitle\" DisplayName=\"Company Name\" DisplayNameSrcField=\"Title\" ClassInfo=\"Menu\" AuthoringInfo=\"(linked to item with edit menu)\" ListItemMenuAllowed=\"Required\" LinkToItemAllowed=\"Prohibited\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"LinkTitle\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"Title\" /><FieldRef Name=\"LinkTitleNoMenu\" /><FieldRef Name=\"_EditMenuTableStart2\" /><FieldRef Name=\"_EditMenuTableEnd\" /></FieldRefs><DisplayPattern><FieldSwitch><Expr><GetVar Name=\"FreeForm\" /></Expr><Case Value=\"TRUE\"><Field Name=\"LinkTitleNoMenu\" /></Case><Default><HTML><![CDATA[<div class=\"ms-vb itx\" onmouseover=\"OnItem(this)\" CTXName=\"ctx]]></HTML><Field Name=\"_EditMenuTableStart2\" /><HTML><![CDATA[\">]]></HTML><Field Name=\"LinkTitleNoMenu\" /><HTML><![CDATA[</div>]]></HTML><HTML><![CDATA[<div class=\"s4-ctx\" onmouseover=\"OnChildItem(this.parentNode); return false;\">]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[<a onfocus=\"OnChildItem(this.parentNode.parentNode); return false;\" onclick=\"PopMenuFromChevron(event); return false;\" href=\"javascript:;\" title=\"Open Menu\"></a>]]></HTML><HTML><![CDATA[<span>&nbsp;</span>]]></HTML><HTML><![CDATA[</div>]]></HTML></Default></FieldSwitch></DisplayPattern></Field>"]}
"Company Name","Department","Expense Type","Amount","Date","Location","Project Name","Vendor","Payment Method","Approval Status"
"CyberCore","IT","Consulting","6,821.43","2024-08-22","Berlin","Zeus","VendorC","Bank Transfer","Approved"
"InnoSoft","R&D","Travel","1,160.94","2025-02-11","Berlin","Athena","VendorA","PayPal","Approved"
"NetFusion","R&D","Consulting","7,738.39","2024-08-03","San Francisco","Zeus","VendorD","Bank Transfer","Pending"
"DataWave","Marketing","Software","354.66","2025-01-15","London","Orion","VendorB","Credit Card","Pending"
"DataWave","Operations","Hardware","3,819.35","2024-09-20","London","Hermes","VendorA","Cheque","Pending"
"TechNova","R&D","Salaries","6,385.11","2025-06-06","Toronto","Orion","VendorC","Credit Card","Rejected"
"CyberCore","Marketing","Salaries","1,700.78","2025-03-12","New York","Athena","VendorA","Bank Transfer","Rejected"
"TechNova","Finance","Software","2,239.35","2025-05-09","London","Zeus","VendorA","Cheque","Rejected"
"InnoSoft","R&D","Utilities","2,080.03","2025-01-20","Berlin","Zeus","VendorD","Credit Card","Rejected"
"InnoSoft","IT","Hardware","928.82","2025-01-23","Bangalore","Orion","VendorB","Credit Card","Pending"
"TechNova","Operations","Utilities","7,399.22","2025-04-10","Toronto","Apollo","VendorB","Credit Card","Pending"
"InnoSoft","Operations","Consulting","7,613.91","2025-02-27","Bangalore","Hermes","VendorD","Credit Card","Pending"
"TechNova","Marketing","Hardware","799.1","2025-02-23","Toronto","Orion","VendorC","Bank Transfer","Approved"
"DataWave","HR","Salaries","635.58","2025-02-06","Bangalore","Orion","VendorA","PayPal","Rejected"
"TechNova","Marketing","Utilities","4,966.43","2024-09-09","London","Athena","VendorA","Bank Transfer","Rejected"
"TechNova","R&D","Salaries","9,294.85","2025-03-02","New York","Hermes","VendorA","Cheque","Pending"
"TechNova","Finance","Software","9,148.18","2025-03-02","Bangalore","Athena","VendorD","Bank Transfer","Rejected"
"TechNova","IT","Hardware","3,883.49","2025-03-22","New York","Orion","VendorD","PayPal","Pending"
"CyberCore","HR","Travel","4,171.89","2025-06-27","London","Athena","VendorA","Credit Card","Rejected"
"NetFusion","Finance","Training","8,661.56","2024-10-05","New York","Orion","VendorA","Bank Transfer","Approved"
"DataWave","Marketing","Utilities","6,721.06","2024-11-21","Bangalore","Hermes","VendorD","Cheque","Pending"
"DataWave","Operations","Training","9,896.7","2024-11-18","New York","Hermes","VendorA","Cheque","Rejected"
"DataWave","IT","Training","4,784.46","2025-01-15","Berlin","Apollo","VendorE","PayPal","Rejected"
"InnoSoft","IT","Hardware","3,937.3","2025-03-20","London","Hermes","VendorD","PayPal","Approved"
"NetFusion","R&D","Utilities","3,167.17","2025-07-08","Toronto","Athena","VendorA","Credit Card","Approved"
"CyberCore","Marketing","Hardware","8,097.83","2025-04-09","New York","Hermes","VendorA","Credit Card","Pending"
"TechNova","R&D","Hardware","3,753.85","2024-10-02","San Francisco","Hermes","VendorE","PayPal","Pending"
"CyberCore","IT","Training","4,321.57","2024-11-05","Bangalore","Zeus","VendorD","Credit Card","Approved"
"TechNova","Operations","Utilities","1,740.1","2024-09-28","London","Hermes","VendorE","PayPal","Pending"
"InnoSoft","Operations","Salaries","2,932.48","2025-02-22","San Francisco","Orion","VendorA","PayPal","Pending"
"CyberCore","Finance","Software","3,805.14","2024-07-31","London","Apollo","VendorD","PayPal","Approved"
"InnoSoft","IT","Travel","2,949.93","2024-10-13","New York","Zeus","VendorD","Credit Card","Rejected"
"DataWave","IT","Software","3,409.83","2025-06-17","London","Hermes","VendorC","Cheque","Approved"
"DataWave","R&D","Utilities","3,558.63","2024-12-31","Toronto","Orion","VendorD","Credit Card","Rejected"
"DataWave","Marketing","Utilities","1,396.02","2024-07-19","Bangalore","Zeus","VendorA","PayPal","Rejected"
"CyberCore","R&D","Training","6,597.31","2025-02-14","Berlin","Apollo","VendorE","Credit Card","Rejected"
"InnoSoft","Operations","Hardware","5,518","2024-07-27","Toronto","Athena","VendorA","Credit Card","Approved"
"NetFusion","Finance","Hardware","1,071.45","2025-01-19","Berlin","Orion","VendorA","Cheque","Approved"
"TechNova","Operations","Software","722.25","2025-03-07","Bangalore","Apollo","VendorE","Credit Card","Rejected"
"InnoSoft","Finance","Software","9,613.35","2024-07-20","Toronto","Hermes","VendorA","Bank Transfer","Pending"
"NetFusion","R&D","Utilities","2,119.95","2024-10-02","Berlin","Hermes","VendorE","Cheque","Rejected"
"CyberCore","Operations","Salaries","1,467.64","2024-07-21","Bangalore","Orion","VendorE","Credit Card","Pending"
"CyberCore","R&D","Software","1,124.81","2024-07-30","London","Hermes","VendorA","Bank Transfer","Approved"
"NetFusion","HR","Training","2,666.1","2025-07-05","Berlin","Zeus","VendorA","Credit Card","Rejected"
"CyberCore","Operations","Consulting","8,818.44","2024-08-03","San Francisco","Apollo","VendorC","Cheque","Rejected"
"DataWave","R&D","Training","3,340.82","2024-12-06","London","Zeus","VendorE","Credit Card","Approved"
"DataWave","Operations","Travel","8,430.84","2025-05-11","New York","Athena","VendorC","Cheque","Rejected"
"InnoSoft","Marketing","Hardware","7,626.55","2024-12-17","London","Zeus","VendorB","Cheque","Pending"
"CyberCore","Marketing","Hardware","302.56","2024-12-24","New York","Orion","VendorD","Bank Transfer","Pending"
"InnoSoft","R&D","Consulting","7,003.47","2025-04-11","Bangalore","Zeus","VendorE","Bank Transfer","Approved"
"DataWave","IT","Salaries","7,519.64","2025-04-15","Berlin","Hermes","VendorB","Credit Card","Pending"
"CyberCore","Operations","Hardware","9,187.13","2025-02-15","London","Zeus","VendorC","Credit Card","Rejected"
"NetFusion","Operations","Training","8,085.88","2024-11-10","Berlin","Athena","VendorA","Credit Card","Rejected"
"InnoSoft","Marketing","Utilities","1,332.19","2024-11-15","Berlin","Hermes","VendorE","Credit Card","Pending"
"DataWave","HR","Consulting","9,174.48","2025-06-23","London","Athena","VendorC","Bank Transfer","Rejected"
"CyberCore","Operations","Utilities","8,864.8","2025-06-12","Toronto","Athena","VendorA","PayPal","Approved"
"CyberCore","Operations","Travel","8,940.71","2025-06-27","Toronto","Apollo","VendorD","Bank Transfer","Rejected"
"CyberCore","R&D","Salaries","3,066.07","2025-04-07","London","Orion","VendorC","Bank Transfer","Rejected"
"NetFusion","R&D","Training","7,036","2025-02-16","London","Athena","VendorA","Credit Card","Approved"
"TechNova","Finance","Utilities","8,114.06","2024-10-30","Bangalore","Hermes","VendorE","Bank Transfer","Rejected"
"InnoSoft","Marketing","Hardware","9,986.86","2024-12-02","San Francisco","Hermes","VendorE","Cheque","Pending"
"TechNova","Finance","Training","3,491.9","2024-07-19","San Francisco","Zeus","VendorA","PayPal","Pending"
"CyberCore","R&D","Salaries","3,995.21","2025-02-21","New York","Hermes","VendorD","Credit Card","Pending"
"DataWave","Finance","Training","9,316.57","2025-04-22","Berlin","Orion","VendorB","PayPal","Rejected"
"DataWave","HR","Hardware","5,378.17","2024-09-19","San Francisco","Orion","VendorE","Bank Transfer","Pending"
"DataWave","Marketing","Salaries","6,082.31","2025-02-17","Bangalore","Orion","VendorC","Credit Card","Rejected"
"TechNova","Finance","Hardware","6,808.72","2025-05-21","New York","Apollo","VendorA","Bank Transfer","Pending"
"DataWave","R&D","Utilities","1,419.37","2024-10-06","London","Athena","VendorD","Cheque","Pending"
"TechNova","Finance","Travel","4,869.08","2025-02-19","Toronto","Zeus","VendorE","Credit Card","Approved"
"DataWave","Finance","Salaries","9,480.47","2024-10-01","London","Athena","VendorD","Cheque","Rejected"
"TechNova","R&D","Salaries","7,674.26","2025-06-07","Berlin","Zeus","VendorB","PayPal","Rejected"
"TechNova","HR","Salaries","5,634.86","2024-11-10","New York","Athena","VendorC","Credit Card","Approved"
"CyberCore","IT","Hardware","8,182.49","2024-12-09","Toronto","Zeus","VendorE","Bank Transfer","Approved"
"TechNova","Marketing","Travel","4,441.5","2025-02-18","London","Hermes","VendorE","Bank Transfer","Approved"
"InnoSoft","IT","Hardware","8,320.87","2025-03-30","Toronto","Hermes","VendorC","PayPal","Rejected"
"DataWave","IT","Salaries","7,925.26","2025-06-16","London","Zeus","VendorD","Bank Transfer","Rejected"
"InnoSoft","R&D","Salaries","1,015.64","2025-04-18","San Francisco","Hermes","VendorA","PayPal","Approved"
"CyberCore","HR","Consulting","3,131.65","2024-09-11","Bangalore","Hermes","VendorD","Cheque","Approved"
"InnoSoft","Marketing","Travel","8,012.59","2025-06-17","Toronto","Hermes","VendorE","PayPal","Pending"
"NetFusion","Operations","Salaries","9,178.62","2025-05-27","Toronto","Hermes","VendorB","PayPal","Rejected"
"InnoSoft","R&D","Training","7,557.68","2025-01-26","Berlin","Orion","VendorD","Credit Card","Rejected"
"DataWave","HR","Utilities","5,429.48","2025-05-26","New York","Zeus","VendorD","Cheque","Approved"
"NetFusion","HR","Salaries","7,340.33","2025-03-07","Berlin","Zeus","VendorD","PayPal","Pending"
"InnoSoft","Finance","Hardware","5,533.24","2024-11-09","Bangalore","Apollo","VendorE","PayPal","Approved"
"TechNova","Operations","Software","6,156.44","2024-12-07","San Francisco","Orion","VendorE","Bank Transfer","Rejected"
"DataWave","Marketing","Utilities","4,599.67","2024-09-02","London","Zeus","VendorC","Bank Transfer","Rejected"
"CyberCore","IT","Training","8,299.33","2024-08-29","San Francisco","Zeus","VendorA","Bank Transfer","Approved"
"DataWave","Operations","Training","6,526.76","2024-08-02","Toronto","Apollo","VendorA","Bank Transfer","Approved"
"TechNova","Marketing","Hardware","8,921.75","2024-09-21","Bangalore","Zeus","VendorC","Credit Card","Pending"
"NetFusion","Operations","Hardware","3,473.06","2025-06-21","Bangalore","Orion","VendorB","Credit Card","Rejected"
"TechNova","Marketing","Training","283.97","2025-03-27","London","Apollo","VendorC","PayPal","Pending"
"DataWave","IT","Software","3,727.19","2024-09-19","Toronto","Orion","VendorC","PayPal","Pending"
"DataWave","Operations","Training","6,259.52","2024-09-19","New York","Hermes","VendorC","Cheque","Rejected"
"NetFusion","Operations","Hardware","2,423.64","2024-10-28","Toronto","Apollo","VendorE","Cheque","Approved"
"InnoSoft","Operations","Travel","3,070.79","2024-07-24","Bangalore","Athena","VendorD","Credit Card","Approved"
"TechNova","IT","Travel","1,851.16","2025-05-02","Toronto","Apollo","VendorD","Bank Transfer","Rejected"
"DataWave","Marketing","Training","342.02","2025-03-02","Berlin","Apollo","VendorD","PayPal","Approved"
"TechNova","Operations","Hardware","4,831.11","2024-12-16","London","Hermes","VendorE","Cheque","Rejected"
"NetFusion","Operations","Salaries","6,718.27","2024-08-13","Toronto","Apollo","VendorB","Cheque","Rejected"
"NetFusion","Marketing","Software","5,847.15","2025-04-01","Berlin","Orion","VendorC","PayPal","Pending"
"NetFusion","Operations","Salaries","4,674.02","2024-11-08","Toronto","Athena","VendorE","Credit Card","Approved"
"InnoSoft","Marketing","Utilities","4,685.43","2025-01-12","Berlin","Zeus","VendorD","Credit Card","Approved"
"DataWave","Finance","Consulting","2,171.77","2024-09-27","Bangalore","Orion","VendorC","Credit Card","Pending"
"DataWave","HR","Hardware","4,342.75","2024-09-15","New York","Hermes","VendorE","Credit Card","Approved"
"TechNova","IT","Hardware","6,181.29","2025-06-29","London","Orion","VendorA","Cheque","Approved"
"DataWave","IT","Travel","3,340.71","2024-12-30","New York","Zeus","VendorB","Bank Transfer","Pending"
"NetFusion","IT","Travel","5,601.17","2024-10-05","London","Apollo","VendorC","Credit Card","Approved"
"DataWave","HR","Software","9,356.87","2025-06-03","New York","Apollo","VendorB","Bank Transfer","Rejected"
"InnoSoft","R&D","Hardware","6,191.92","2024-08-28","New York","Orion","VendorD","Cheque","Pending"
"DataWave","R&D","Utilities","8,861.4","2025-02-02","New York","Hermes","VendorA","Credit Card","Rejected"
"CyberCore","Marketing","Travel","9,437.46","2024-07-15","San Francisco","Orion","VendorA","Bank Transfer","Pending"
"CyberCore","Finance","Training","1,798.7","2025-01-13","Toronto","Apollo","VendorE","Bank Transfer","Pending"
"TechNova","Operations","Consulting","2,438.69","2025-01-10","New York","Apollo","VendorD","PayPal","Approved"
"NetFusion","Finance","Training","8,829.21","2024-07-18","Berlin","Zeus","VendorD","Cheque","Rejected"
"NetFusion","Marketing","Hardware","6,093.77","2025-05-04","Berlin","Apollo","VendorD","Cheque","Rejected"
"TechNova","HR","Consulting","4,519.32","2024-10-13","New York","Athena","VendorA","Bank Transfer","Pending"
"TechNova","Finance","Software","7,140.42","2024-08-27","London","Hermes","VendorD","Bank Transfer","Rejected"
"CyberCore","Marketing","Travel","3,637.02","2024-08-01","San Francisco","Hermes","VendorA","PayPal","Rejected"
"NetFusion","IT","Software","5,382.96","2024-09-08","Berlin","Apollo","VendorA","Bank Transfer","Rejected"
"DataWave","IT","Utilities","5,497.57","2025-06-01","Berlin","Apollo","VendorB","Cheque","Rejected"
"CyberCore","Operations","Consulting","2,152.91","2024-12-26","San Francisco","Zeus","VendorB","Cheque","Rejected"
"DataWave","R&D","Hardware","1,164.77","2024-12-07","Bangalore","Orion","VendorC","Bank Transfer","Pending"
"DataWave","Marketing","Software","3,603.12","2025-06-12","Toronto","Athena","VendorB","Bank Transfer","Rejected"
"NetFusion","R&D","Consulting","6,430.28","2025-05-02","New York","Athena","VendorA","Credit Card","Approved"
"DataWave","Operations","Salaries","826.89","2024-08-03","London","Hermes","VendorE","Bank Transfer","Pending"
"TechNova","Finance","Hardware","7,172.46","2024-11-27","New York","Athena","VendorA","Cheque","Pending"
"CyberCore","Operations","Training","5,604.86","2024-12-30","San Francisco","Orion","VendorA","Credit Card","Approved"
"CyberCore","IT","Consulting","1,887.86","2025-01-11","New York","Athena","VendorC","Credit Card","Approved"
"InnoSoft","R&D","Software","6,577.75","2024-10-02","San Francisco","Athena","VendorE","Cheque","Approved"
"CyberCore","Finance","Consulting","4,687.59","2025-04-06","Berlin","Hermes","VendorA","PayPal","Approved"
"InnoSoft","HR","Software","9,531.61","2025-05-05","Toronto","Hermes","VendorC","Credit Card","Pending"
"TechNova","Finance","Training","7,051.96","2024-07-19","Bangalore","Orion","VendorC","Credit Card","Rejected"
"InnoSoft","IT","Salaries","2,525.93","2025-05-08","Bangalore","Orion","VendorB","Cheque","Approved"
"DataWave","Finance","Consulting","6,805.94","2024-11-05","Toronto","Athena","VendorE","Bank Transfer","Rejected"
"InnoSoft","R&D","Hardware","8,920.01","2024-12-08","Berlin","Orion","VendorD","Cheque","Rejected"
"NetFusion","Marketing","Utilities","4,733.34","2024-10-07","Toronto","Apollo","VendorC","PayPal","Pending"
"NetFusion","Finance","Salaries","8,649.77","2024-12-17","Bangalore","Zeus","VendorB","Cheque","Approved"
"CyberCore","IT","Salaries","2,888.41","2025-02-01","Toronto","Apollo","VendorB","Bank Transfer","Rejected"
"NetFusion","IT","Consulting","2,669.46","2025-05-11","London","Orion","VendorD","Bank Transfer","Pending"
"InnoSoft","Marketing","Software","1,091.23","2024-07-17","New York","Athena","VendorE","PayPal","Pending"
"NetFusion","HR","Travel","6,324.32","2025-02-01","New York","Zeus","VendorD","Bank Transfer","Approved"
"DataWave","R&D","Hardware","4,429.46","2024-10-30","Bangalore","Zeus","VendorD","Bank Transfer","Pending"
"NetFusion","Finance","Consulting","1,846.01","2024-07-15","London","Athena","VendorB","Bank Transfer","Rejected"
"CyberCore","Operations","Training","8,279.9","2024-11-29","San Francisco","Apollo","VendorB","Bank Transfer","Rejected"
"CyberCore","R&D","Travel","5,665.35","2025-01-25","London","Athena","VendorB","Cheque","Pending"
"TechNova","Marketing","Salaries","2,795.76","2025-03-29","New York","Zeus","VendorE","Credit Card","Pending"
"DataWave","Marketing","Software","8,474.83","2025-04-28","London","Athena","VendorD","Bank Transfer","Rejected"
"TechNova","HR","Hardware","1,738.18","2025-04-15","San Francisco","Orion","VendorA","Cheque","Rejected"
"NetFusion","HR","Travel","410.16","2024-09-16","New York","Orion","VendorA","Bank Transfer","Approved"
"DataWave","R&D","Salaries","4,436.81","2025-03-15","Bangalore","Apollo","VendorC","PayPal","Approved"
"InnoSoft","Marketing","Travel","8,420.63","2024-08-20","London","Zeus","VendorE","Cheque","Pending"
"CyberCore","Marketing","Travel","462.85","2024-08-09","Bangalore","Zeus","VendorC","Cheque","Pending"
"NetFusion","Marketing","Utilities","4,740.64","2025-05-13","Toronto","Zeus","VendorB","PayPal","Approved"
"DataWave","Operations","Hardware","2,632.92","2024-11-02","New York","Orion","VendorA","PayPal","Rejected"
"TechNova","IT","Travel","3,311.14","2025-02-27","New York","Athena","VendorD","Bank Transfer","Rejected"
"NetFusion","IT","Consulting","6,165","2024-09-07","Toronto","Apollo","VendorE","PayPal","Approved"
"CyberCore","Finance","Utilities","7,199.82","2025-04-27","Toronto","Apollo","VendorE","Bank Transfer","Rejected"
"DataWave","Operations","Training","7,914.14","2024-09-26","San Francisco","Hermes","VendorB","Credit Card","Approved"
"CyberCore","IT","Hardware","3,770.97","2024-07-25","London","Orion","VendorC","PayPal","Approved"
"NetFusion","Marketing","Salaries","5,162.54","2025-04-01","Berlin","Hermes","VendorE","Cheque","Rejected"
"InnoSoft","IT","Utilities","3,913.46","2024-10-18","Bangalore","Apollo","VendorD","Bank Transfer","Approved"
"NetFusion","HR","Travel","9,466.18","2025-01-14","Bangalore","Apollo","VendorE","Credit Card","Rejected"
"NetFusion","R&D","Salaries","2,462.64","2024-08-18","New York","Athena","VendorE","Credit Card","Rejected"
"CyberCore","HR","Training","5,735.2","2025-04-23","New York","Apollo","VendorB","Bank Transfer","Approved"
"InnoSoft","HR","Travel","6,532.88","2025-02-23","London","Orion","VendorB","Credit Card","Pending"
"NetFusion","HR","Training","101.12","2025-05-14","Berlin","Zeus","VendorA","Credit Card","Approved"
"CyberCore","R&D","Salaries","6,444.52","2024-12-23","New York","Hermes","VendorC","Credit Card","Pending"
"TechNova","IT","Training","5,221.29","2025-01-04","Bangalore","Athena","VendorC","PayPal","Rejected"
"NetFusion","Marketing","Salaries","1,443.84","2024-11-25","Toronto","Apollo","VendorD","Cheque","Rejected"
"TechNova","Finance","Software","3,916.5","2024-11-06","New York","Zeus","VendorB","Credit Card","Approved"
"CyberCore","HR","Salaries","5,826.07","2024-07-18","Berlin","Apollo","VendorC","PayPal","Rejected"
"DataWave","HR","Hardware","5,593.08","2024-11-19","New York","Zeus","VendorB","Bank Transfer","Rejected"
"InnoSoft","IT","Software","5,670.01","2025-01-15","Bangalore","Athena","VendorA","Bank Transfer","Approved"
"CyberCore","Finance","Travel","139.71","2024-12-25","Toronto","Hermes","VendorD","Bank Transfer","Rejected"
"TechNova","R&D","Travel","7,769.55","2024-11-22","Bangalore","Orion","VendorC","Credit Card","Approved"
"DataWave","HR","Utilities","1,593.2","2024-08-12","New York","Zeus","VendorD","Cheque","Approved"
"DataWave","R&D","Travel","493.83","2024-11-15","San Francisco","Apollo","VendorE","Cheque","Approved"
"DataWave","Marketing","Salaries","2,352.98","2024-10-28","New York","Apollo","VendorA","PayPal","Pending"
"CyberCore","Marketing","Consulting","6,579.13","2025-02-13","Berlin","Apollo","VendorD","PayPal","Approved"
"NetFusion","HR","Software","7,412.59","2025-06-01","Toronto","Orion","VendorE","PayPal","Approved"
"CyberCore","HR","Utilities","2,483.89","2024-09-27","Berlin","Orion","VendorB","Cheque","Pending"
"DataWave","Marketing","Salaries","8,492.56","2024-11-21","Bangalore","Athena","VendorE","Bank Transfer","Approved"
"NetFusion","R&D","Consulting","1,429.8","2025-03-05","Berlin","Apollo","VendorA","PayPal","Rejected"
"TechNova","Marketing","Software","1,772.82","2024-08-30","New York","Apollo","VendorE","Credit Card","Approved"
"NetFusion","IT","Consulting","5,771.26","2025-01-05","Bangalore","Orion","VendorD","Bank Transfer","Rejected"
"CyberCore","R&D","Consulting","8,558.96","2024-12-28","San Francisco","Zeus","VendorA","Bank Transfer","Approved"
"CyberCore","IT","Training","7,631.3","2024-10-16","New York","Orion","VendorB","Credit Card","Approved"
"DataWave","Finance","Training","5,177.29","2025-03-07","Toronto","Hermes","VendorA","Cheque","Rejected"
"TechNova","R&D","Travel","4,875.81","2025-07-04","Bangalore","Athena","VendorE","Cheque","Rejected"
"NetFusion","R&D","Salaries","4,193.43","2024-11-15","London","Athena","VendorA","Cheque","Pending"
"InnoSoft","HR","Travel","1,893.44","2024-09-03","London","Athena","VendorB","Credit Card","Approved"
"NetFusion","Marketing","Consulting","9,353.86","2025-05-04","Toronto","Zeus","VendorB","Cheque","Pending"
"NetFusion","HR","Consulting","5,260.33","2025-04-11","Toronto","Apollo","VendorC","Cheque","Approved"
"NetFusion","Marketing","Utilities","515.19","2024-08-09","San Francisco","Apollo","VendorB","Credit Card","Rejected"
"CyberCore","HR","Consulting","7,317.97","2025-06-08","San Francisco","Apollo","VendorA","Cheque","Rejected"
"CyberCore","R&D","Hardware","9,019.72","2024-08-20","Toronto","Apollo","VendorA","PayPal","Rejected"
"DataWave","Operations","Utilities","3,847.14","2025-05-19","Toronto","Apollo","VendorC","Bank Transfer","Approved"
"NetFusion","Finance","Utilities","7,891.52","2024-09-05","London","Apollo","VendorB","Cheque","Rejected"
"DataWave","Finance","Consulting","2,070.75","2024-07-19","London","Zeus","VendorC","Cheque","Rejected"
"CyberCore","Operations","Software","1,638.02","2025-01-24","Berlin","Hermes","VendorD","PayPal","Pending"
"TechNova","Finance","Software","9,755.29","2025-05-29","Berlin","Orion","VendorE","Bank Transfer","Pending"
"DataWave","R&D","Training","9,014.8","2025-02-03","Bangalore","Hermes","VendorE","Credit Card","Pending"
"DataWave","Marketing","Utilities","9,443.66","2025-02-23","Toronto","Athena","VendorB","Cheque","Rejected"
"NetFusion","R&D","Travel","6,168.18","2024-07-17","New York","Orion","VendorB","Credit Card","Pending"
"InnoSoft","Finance","Utilities","8,620.27","2024-11-08","Toronto","Hermes","VendorA","Cheque","Approved"
"NetFusion","R&D","Software","6,478.62","2025-05-10","Bangalore","Orion","VendorB","Bank Transfer","Rejected"
"DataWave","R&D","Utilities","241.57","2024-11-21","New York","Hermes","VendorA","Cheque","Rejected"
"TechNova","HR","Software","2,891.16","2024-10-03","London","Athena","VendorE","PayPal","Approved"
"DataWave","HR","Utilities","4,586.29","2025-05-01","London","Apollo","VendorA","PayPal","Approved"
"DataWave","R&D","Hardware","4,662.91","2025-01-03","London","Orion","VendorB","Bank Transfer","Pending"
"CyberCore","Finance","Hardware","1,762.02","2024-12-10","Bangalore","Zeus","VendorA","Cheque","Approved"
"DataWave","Operations","Utilities","602.21","2024-09-05","San Francisco","Zeus","VendorA","Cheque","Rejected"
"DataWave","Finance","Salaries","7,747.51","2025-01-02","Toronto","Orion","VendorB","Cheque","Rejected"
"CyberCore","Finance","Travel","7,129.91","2024-12-13","San Francisco","Apollo","VendorA","PayPal","Pending"
"TechNova","Marketing","Salaries","8,818.36","2024-07-12","Berlin","Athena","VendorD","Bank Transfer","Rejected"
"CyberCore","Marketing","Consulting","7,486.93","2025-04-27","Toronto","Apollo","VendorC","PayPal","Rejected"
"CyberCore","HR","Consulting","448.58","2024-10-24","New York","Apollo","VendorE","Credit Card","Rejected"
"InnoSoft","Finance","Consulting","8,895.93","2025-04-18","Berlin","Orion","VendorC","Bank Transfer","Pending"
"DataWave","IT","Hardware","5,778.1","2024-11-20","New York","Apollo","VendorE","PayPal","Pending"
"NetFusion","Marketing","Software","4,924.26","2024-12-23","Bangalore","Apollo","VendorB","PayPal","Approved"
"TechNova","Finance","Hardware","9,884.93","2025-02-10","Toronto","Athena","VendorE","Cheque","Rejected"
"TechNova","Marketing","Hardware","1,545.55","2025-07-05","Berlin","Athena","VendorA","PayPal","Rejected"
"CyberCore","HR","Travel","398.67","2024-08-15","New York","Hermes","VendorB","Cheque","Pending"
"CyberCore","Finance","Training","9,008.4","2025-01-11","San Francisco","Hermes","VendorC","PayPal","Rejected"
"DataWave","Marketing","Travel","9,764.4","2024-11-13","Berlin","Athena","VendorA","Bank Transfer","Rejected"
"CyberCore","R&D","Training","4,361.18","2024-12-25","Bangalore","Athena","VendorE","PayPal","Pending"
"CyberCore","R&D","Software","9,661.24","2025-04-28","San Francisco","Hermes","VendorA","PayPal","Pending"
"InnoSoft","Operations","Consulting","3,462.36","2024-11-11","London","Apollo","VendorA","Credit Card","Rejected"
"DataWave","Finance","Training","3,216.75","2024-09-24","London","Zeus","VendorA","Cheque","Approved"
